Segment_Combination,gender,device_type,ad_position,browsing_history,time_of_day,Impressions,Clicks,Conversions,Spend,Revenue,CTR_Percent,CVR_Percent,ROAS,CPA,LTV,Profit,ROI_Percent
Mobile | News | Top | Unknown | Female,Female,Mobile,Top,News,Unknown,1,1,1,2.0,40,100.0,100.0,20.0,2.0,40.0,38.0,1900.0
Desktop | Unknown | Top | Afternoon | Unknown,Unknown,Desktop,Top,Unknown,Afternoon,44,37,2,88.0,115,84.09,5.41,1.307,44.0,57.5,27.0,30.68
Mobile | Unknown | Side | Night | Non-Binary,Non-Binary,Mobile,Side,Unknown,Night,18,8,1,36.0,47,44.44,12.5,1.306,36.0,47.0,11.0,30.56
Mobile | Social Media | Bottom | Morning | Unknown,Unknown,Mobile,Bottom,Social Media,Morning,23,21,1,46.0,60,91.3,4.76,1.304,46.0,60.0,14.0,30.43
Desktop | Unknown | Top | Night | Male,Male,Desktop,Top,Unknown,Night,21,15,1,42.0,54,71.43,6.67,1.286,42.0,54.0,12.0,28.57
Desktop | Unknown | Side | Afternoon | Unknown,Unknown,Desktop,Side,Unknown,Afternoon,22,15,1,44.0,54,68.18,6.67,1.227,44.0,54.0,10.0,22.73
Mobile | Unknown | Bottom | Evening | Unknown,Unknown,Mobile,Bottom,Unknown,Evening,22,13,1,44.0,52,59.09,7.69,1.182,44.0,52.0,8.0,18.18
Unknown | Unknown | Unknown | Afternoon | Unknown,Unknown,Unknown,Unknown,Unknown,Afternoon,25,20,1,50.0,59,80.0,5.0,1.18,50.0,59.0,9.0,18.0
Unknown | Unknown | Top | Evening | Unknown,Unknown,Unknown,Top,Unknown,Evening,22,12,1,44.0,51,54.55,8.33,1.159,44.0,51.0,7.0,15.91
Mobile | Unknown | Unknown | Afternoon | Unknown,Unknown,Mobile,Unknown,Unknown,Afternoon,24,16,1,48.0,55,66.67,6.25,1.146,48.0,55.0,7.0,14.58
Desktop | Unknown | Side | Evening | Unknown,Unknown,Desktop,Side,Unknown,Evening,23,12,1,46.0,51,52.17,8.33,1.109,46.0,51.0,5.0,10.87
Unknown | Unknown | Top | Night | Unknown,Unknown,Unknown,Top,Unknown,Night,26,14,1,52.0,53,53.85,7.14,1.019,52.0,53.0,1.0,1.92
Tablet | Unknown | Bottom | Morning | Unknown,Unknown,Tablet,Bottom,Unknown,Morning,28,17,1,56.0,56,60.71,5.88,1.0,56.0,56.0,0.0,0.0
Mobile | Unknown | Top | Unknown | Unknown,Unknown,Mobile,Top,Unknown,Unknown,30,20,1,60.0,59,66.67,5.0,0.983,60.0,59.0,-1.0,-1.67
Desktop | Unknown | Unknown | Morning | Unknown,Unknown,Desktop,Unknown,Unknown,Morning,31,21,1,62.0,60,67.74,4.76,0.968,62.0,60.0,-2.0,-3.23
Tablet | Unknown | Bottom | Evening | Unknown,Unknown,Tablet,Bottom,Unknown,Evening,28,15,1,56.0,54,53.57,6.67,0.964,56.0,54.0,-2.0,-3.57
Desktop | Unknown | Unknown | Unknown | Unknown,Unknown,Desktop,Unknown,Unknown,Unknown,30,17,1,60.0,56,56.67,5.88,0.933,60.0,56.0,-4.0,-6.67
Tablet | Unknown | Unknown | Evening | Unknown,Unknown,Tablet,Unknown,Unknown,Evening,29,15,1,58.0,54,51.72,6.67,0.931,58.0,54.0,-4.0,-6.9
Tablet | Unknown | Top | Morning | Unknown,Unknown,Tablet,Top,Unknown,Morning,39,33,1,78.0,72,84.62,3.03,0.923,78.0,72.0,-6.0,-7.69
Unknown | Unknown | Top | Unknown | Unknown,Unknown,Unknown,Top,Unknown,Unknown,32,19,1,64.0,58,59.38,5.26,0.906,64.0,58.0,-6.0,-9.38
Mobile | Unknown | Side | Unknown | Unknown,Unknown,Mobile,Side,Unknown,Unknown,31,16,1,62.0,55,51.61,6.25,0.887,62.0,55.0,-7.0,-11.29
Desktop | Unknown | Top | Evening | Unknown,Unknown,Desktop,Top,Unknown,Evening,32,14,1,64.0,53,43.75,7.14,0.828,64.0,53.0,-11.0,-17.19
Mobile | Unknown | Top | Afternoon | Unknown,Unknown,Mobile,Top,Unknown,Afternoon,42,29,1,84.0,68,69.05,3.45,0.81,84.0,68.0,-16.0,-19.05
Tablet | Unknown | Top | Evening | Unknown,Unknown,Tablet,Top,Unknown,Evening,40,22,1,80.0,61,55.0,4.55,0.762,80.0,61.0,-19.0,-23.75
Mobile | Entertainment | Unknown | Evening | Male,Male,Mobile,Unknown,Entertainment,Evening,1,1,0,2.0,1,100.0,0.0,0.5,0.0,0.0,-1.0,-50.0
Mobile | Entertainment | Unknown | Morning | Unknown,Unknown,Mobile,Unknown,Entertainment,Morning,7,7,0,14.0,7,100.0,0.0,0.5,0.0,0.0,-7.0,-50.0
Mobile | Entertainment | Unknown | Morning | Female,Female,Mobile,Unknown,Entertainment,Morning,1,1,0,2.0,1,100.0,0.0,0.5,0.0,0.0,-1.0,-50.0
Desktop | News | Unknown | Unknown | Non-Binary,Non-Binary,Desktop,Unknown,News,Unknown,3,3,0,6.0,3,100.0,0.0,0.5,0.0,0.0,-3.0,-50.0
Desktop | News | Unknown | Morning | Male,Male,Desktop,Unknown,News,Morning,4,4,0,8.0,4,100.0,0.0,0.5,0.0,0.0,-4.0,-50.0
Unknown | News | Unknown | Unknown | Non-Binary,Non-Binary,Unknown,Unknown,News,Unknown,1,1,0,2.0,1,100.0,0.0,0.5,0.0,0.0,-1.0,-50.0
Unknown | Social Media | Bottom | Morning | Female,Female,Unknown,Bottom,Social Media,Morning,1,1,0,2.0,1,100.0,0.0,0.5,0.0,0.0,-1.0,-50.0
Unknown | Shopping | Side | Afternoon | Male,Male,Unknown,Side,Shopping,Afternoon,5,5,0,10.0,5,100.0,0.0,0.5,0.0,0.0,-5.0,-50.0
Unknown | Shopping | Side | Afternoon | Non-Binary,Non-Binary,Unknown,Side,Shopping,Afternoon,1,1,0,2.0,1,100.0,0.0,0.5,0.0,0.0,-1.0,-50.0
Unknown | Shopping | Side | Afternoon | Female,Female,Unknown,Side,Shopping,Afternoon,1,1,0,2.0,1,100.0,0.0,0.5,0.0,0.0,-1.0,-50.0
Unknown | Shopping | Side | Unknown | Male,Male,Unknown,Side,Shopping,Unknown,3,3,0,6.0,3,100.0,0.0,0.5,0.0,0.0,-3.0,-50.0
Desktop | News | Bottom | Afternoon | Non-Binary,Non-Binary,Desktop,Bottom,News,Afternoon,6,6,0,12.0,6,100.0,0.0,0.5,0.0,0.0,-6.0,-50.0
Desktop | News | Unknown | Afternoon | Female,Female,Desktop,Unknown,News,Afternoon,1,1,0,2.0,1,100.0,0.0,0.5,0.0,0.0,-1.0,-50.0
Mobile | Education | Unknown | Afternoon | Female,Female,Mobile,Unknown,Education,Afternoon,1,1,0,2.0,1,100.0,0.0,0.5,0.0,0.0,-1.0,-50.0
Tablet | Social Media | Side | Unknown | Non-Binary,Non-Binary,Tablet,Side,Social Media,Unknown,1,1,0,2.0,1,100.0,0.0,0.5,0.0,0.0,-1.0,-50.0
Tablet | Social Media | Side | Night | Male,Male,Tablet,Side,Social Media,Night,2,2,0,4.0,2,100.0,0.0,0.5,0.0,0.0,-2.0,-50.0
Desktop | Education | Side | Afternoon | Female,Female,Desktop,Side,Education,Afternoon,2,2,0,4.0,2,100.0,0.0,0.5,0.0,0.0,-2.0,-50.0
Tablet | Social Media | Unknown | Unknown | Male,Male,Tablet,Unknown,Social Media,Unknown,1,1,0,2.0,1,100.0,0.0,0.5,0.0,0.0,-1.0,-50.0
Unknown | News | Side | Night | Unknown,Unknown,Unknown,Side,News,Night,5,5,0,10.0,5,100.0,0.0,0.5,0.0,0.0,-5.0,-50.0
Mobile | Entertainment | Bottom | Afternoon | Female,Female,Mobile,Bottom,Entertainment,Afternoon,10,10,0,20.0,10,100.0,0.0,0.5,0.0,0.0,-10.0,-50.0
Mobile | Entertainment | Bottom | Unknown | Female,Female,Mobile,Bottom,Entertainment,Unknown,3,3,0,6.0,3,100.0,0.0,0.5,0.0,0.0,-3.0,-50.0
Mobile | Entertainment | Bottom | Night | Non-Binary,Non-Binary,Mobile,Bottom,Entertainment,Night,4,4,0,8.0,4,100.0,0.0,0.5,0.0,0.0,-4.0,-50.0
Desktop | Education | Unknown | Afternoon | Non-Binary,Non-Binary,Desktop,Unknown,Education,Afternoon,1,1,0,2.0,1,100.0,0.0,0.5,0.0,0.0,-1.0,-50.0
Desktop | Education | Unknown | Afternoon | Female,Female,Desktop,Unknown,Education,Afternoon,1,1,0,2.0,1,100.0,0.0,0.5,0.0,0.0,-1.0,-50.0
Desktop | Education | Unknown | Unknown | Unknown,Unknown,Desktop,Unknown,Education,Unknown,3,3,0,6.0,3,100.0,0.0,0.5,0.0,0.0,-3.0,-50.0
Tablet | Social Media | Side | Afternoon | Unknown,Unknown,Tablet,Side,Social Media,Afternoon,6,6,0,12.0,6,100.0,0.0,0.5,0.0,0.0,-6.0,-50.0
Unknown | News | Unknown | Evening | Female,Female,Unknown,Unknown,News,Evening,1,1,0,2.0,1,100.0,0.0,0.5,0.0,0.0,-1.0,-50.0
Unknown | News | Unknown | Morning | Non-Binary,Non-Binary,Unknown,Unknown,News,Morning,2,2,0,4.0,2,100.0,0.0,0.5,0.0,0.0,-2.0,-50.0
Unknown | News | Bottom | Afternoon | Non-Binary,Non-Binary,Unknown,Bottom,News,Afternoon,5,5,0,10.0,5,100.0,0.0,0.5,0.0,0.0,-5.0,-50.0
Unknown | News | Bottom | Unknown | Male,Male,Unknown,Bottom,News,Unknown,1,1,0,2.0,1,100.0,0.0,0.5,0.0,0.0,-1.0,-50.0
Unknown | News | Bottom | Unknown | Female,Female,Unknown,Bottom,News,Unknown,1,1,0,2.0,1,100.0,0.0,0.5,0.0,0.0,-1.0,-50.0
Unknown | News | Unknown | Afternoon | Female,Female,Unknown,Unknown,News,Afternoon,1,1,0,2.0,1,100.0,0.0,0.5,0.0,0.0,-1.0,-50.0
Unknown | News | Unknown | Unknown | Male,Male,Unknown,Unknown,News,Unknown,1,1,0,2.0,1,100.0,0.0,0.5,0.0,0.0,-1.0,-50.0
Unknown | Shopping | Top | Night | Non-Binary,Non-Binary,Unknown,Top,Shopping,Night,1,1,0,2.0,1,100.0,0.0,0.5,0.0,0.0,-1.0,-50.0
Unknown | Shopping | Top | Evening | Unknown,Unknown,Unknown,Top,Shopping,Evening,1,1,0,2.0,1,100.0,0.0,0.5,0.0,0.0,-1.0,-50.0
Unknown | News | Top | Afternoon | Male,Male,Unknown,Top,News,Afternoon,4,4,0,8.0,4,100.0,0.0,0.5,0.0,0.0,-4.0,-50.0
Unknown | News | Top | Afternoon | Female,Female,Unknown,Top,News,Afternoon,2,2,0,4.0,2,100.0,0.0,0.5,0.0,0.0,-2.0,-50.0
Unknown | News | Top | Unknown | Male,Male,Unknown,Top,News,Unknown,1,1,0,2.0,1,100.0,0.0,0.5,0.0,0.0,-1.0,-50.0
Mobile | Social Media | Top | Afternoon | Unknown,Unknown,Mobile,Top,Social Media,Afternoon,2,2,0,4.0,2,100.0,0.0,0.5,0.0,0.0,-2.0,-50.0
Mobile | Social Media | Top | Night | Male,Male,Mobile,Top,Social Media,Night,3,3,0,6.0,3,100.0,0.0,0.5,0.0,0.0,-3.0,-50.0
Unknown | News | Side | Afternoon | Female,Female,Unknown,Side,News,Afternoon,3,3,0,6.0,3,100.0,0.0,0.5,0.0,0.0,-3.0,-50.0
Unknown | News | Side | Unknown | Unknown,Unknown,Unknown,Side,News,Unknown,2,2,0,4.0,2,100.0,0.0,0.5,0.0,0.0,-2.0,-50.0
Unknown | News | Unknown | Night | Female,Female,Unknown,Unknown,News,Night,1,1,0,2.0,1,100.0,0.0,0.5,0.0,0.0,-1.0,-50.0
Unknown | News | Unknown | Evening | Non-Binary,Non-Binary,Unknown,Unknown,News,Evening,1,1,0,2.0,1,100.0,0.0,0.5,0.0,0.0,-1.0,-50.0
Mobile | Education | Unknown | Evening | Male,Male,Mobile,Unknown,Education,Evening,3,3,0,6.0,3,100.0,0.0,0.5,0.0,0.0,-3.0,-50.0
Unknown | Shopping | Side | Night | Female,Female,Unknown,Side,Shopping,Night,1,1,0,2.0,1,100.0,0.0,0.5,0.0,0.0,-1.0,-50.0
Unknown | Shopping | Side | Morning | Male,Male,Unknown,Side,Shopping,Morning,2,2,0,4.0,2,100.0,0.0,0.5,0.0,0.0,-2.0,-50.0
Tablet | Shopping | Bottom | Unknown | Male,Male,Tablet,Bottom,Shopping,Unknown,3,3,0,6.0,3,100.0,0.0,0.5,0.0,0.0,-3.0,-50.0
Tablet | Shopping | Bottom | Night | Male,Male,Tablet,Bottom,Shopping,Night,4,4,0,8.0,4,100.0,0.0,0.5,0.0,0.0,-4.0,-50.0
Tablet | Shopping | Bottom | Morning | Male,Male,Tablet,Bottom,Shopping,Morning,5,5,0,10.0,5,100.0,0.0,0.5,0.0,0.0,-5.0,-50.0
Unknown | Social Media | Unknown | Morning | Female,Female,Unknown,Unknown,Social Media,Morning,2,2,0,4.0,2,100.0,0.0,0.5,0.0,0.0,-2.0,-50.0
Unknown | Shopping | Unknown | Night | Non-Binary,Non-Binary,Unknown,Unknown,Shopping,Night,1,1,0,2.0,1,100.0,0.0,0.5,0.0,0.0,-1.0,-50.0
Unknown | Shopping | Unknown | Evening | Male,Male,Unknown,Unknown,Shopping,Evening,2,2,0,4.0,2,100.0,0.0,0.5,0.0,0.0,-2.0,-50.0
Unknown | Shopping | Unknown | Morning | Male,Male,Unknown,Unknown,Shopping,Morning,2,2,0,4.0,2,100.0,0.0,0.5,0.0,0.0,-2.0,-50.0
Unknown | Shopping | Unknown | Morning | Non-Binary,Non-Binary,Unknown,Unknown,Shopping,Morning,1,1,0,2.0,1,100.0,0.0,0.5,0.0,0.0,-1.0,-50.0
Unknown | Shopping | Bottom | Unknown | Unknown,Unknown,Unknown,Bottom,Shopping,Unknown,4,4,0,8.0,4,100.0,0.0,0.5,0.0,0.0,-4.0,-50.0
Unknown | Shopping | Side | Night | Male,Male,Unknown,Side,Shopping,Night,3,3,0,6.0,3,100.0,0.0,0.5,0.0,0.0,-3.0,-50.0
Tablet | Education | Top | Night | Unknown,Unknown,Tablet,Top,Education,Night,1,1,0,2.0,1,100.0,0.0,0.5,0.0,0.0,-1.0,-50.0
Desktop | News | Top | Night | Male,Male,Desktop,Top,News,Night,4,4,0,8.0,4,100.0,0.0,0.5,0.0,0.0,-4.0,-50.0
Desktop | News | Top | Evening | Unknown,Unknown,Desktop,Top,News,Evening,2,2,0,4.0,2,100.0,0.0,0.5,0.0,0.0,-2.0,-50.0
Mobile | Entertainment | Unknown | Afternoon | Male,Male,Mobile,Unknown,Entertainment,Afternoon,2,2,0,4.0,2,100.0,0.0,0.5,0.0,0.0,-2.0,-50.0
Tablet | Education | Side | Afternoon | Non-Binary,Non-Binary,Tablet,Side,Education,Afternoon,1,1,0,2.0,1,100.0,0.0,0.5,0.0,0.0,-1.0,-50.0
Desktop | Social Media | Unknown | Evening | Non-Binary,Non-Binary,Desktop,Unknown,Social Media,Evening,2,2,0,4.0,2,100.0,0.0,0.5,0.0,0.0,-2.0,-50.0
Desktop | Social Media | Unknown | Morning | Male,Male,Desktop,Unknown,Social Media,Morning,3,3,0,6.0,3,100.0,0.0,0.5,0.0,0.0,-3.0,-50.0
Unknown | Shopping | Unknown | Unknown | Male,Male,Unknown,Unknown,Shopping,Unknown,5,5,0,10.0,5,100.0,0.0,0.5,0.0,0.0,-5.0,-50.0
Mobile | Education | Top | Afternoon | Female,Female,Mobile,Top,Education,Afternoon,2,2,0,4.0,2,100.0,0.0,0.5,0.0,0.0,-2.0,-50.0
Mobile | Education | Top | Morning | Female,Female,Mobile,Top,Education,Morning,7,7,0,14.0,7,100.0,0.0,0.5,0.0,0.0,-7.0,-50.0
Mobile | Education | Side | Unknown | Unknown,Unknown,Mobile,Side,Education,Unknown,5,5,0,10.0,5,100.0,0.0,0.5,0.0,0.0,-5.0,-50.0
Tablet | Entertainment | Bottom | Unknown | Male,Male,Tablet,Bottom,Entertainment,Unknown,4,4,0,8.0,4,100.0,0.0,0.5,0.0,0.0,-4.0,-50.0
Mobile | Shopping | Unknown | Evening | Female,Female,Mobile,Unknown,Shopping,Evening,1,1,0,2.0,1,100.0,0.0,0.5,0.0,0.0,-1.0,-50.0
Mobile | Shopping | Bottom | Afternoon | Male,Male,Mobile,Bottom,Shopping,Afternoon,1,1,0,2.0,1,100.0,0.0,0.5,0.0,0.0,-1.0,-50.0
Tablet | Education | Side | Morning | Male,Male,Tablet,Side,Education,Morning,2,2,0,4.0,2,100.0,0.0,0.5,0.0,0.0,-2.0,-50.0
Tablet | Education | Unknown | Afternoon | Unknown,Unknown,Tablet,Unknown,Education,Afternoon,7,7,0,14.0,7,100.0,0.0,0.5,0.0,0.0,-7.0,-50.0
Desktop | Social Media | Side | Night | Non-Binary,Non-Binary,Desktop,Side,Social Media,Night,4,4,0,8.0,4,100.0,0.0,0.5,0.0,0.0,-4.0,-50.0
Desktop | Social Media | Unknown | Night | Unknown,Unknown,Desktop,Unknown,Social Media,Night,3,3,0,6.0,3,100.0,0.0,0.5,0.0,0.0,-3.0,-50.0
Tablet | Social Media | Bottom | Unknown | Non-Binary,Non-Binary,Tablet,Bottom,Social Media,Unknown,1,1,0,2.0,1,100.0,0.0,0.5,0.0,0.0,-1.0,-50.0
Tablet | Social Media | Bottom | Morning | Female,Female,Tablet,Bottom,Social Media,Morning,2,2,0,4.0,2,100.0,0.0,0.5,0.0,0.0,-2.0,-50.0
Mobile | Social Media | Unknown | Afternoon | Male,Male,Mobile,Unknown,Social Media,Afternoon,1,1,0,2.0,1,100.0,0.0,0.5,0.0,0.0,-1.0,-50.0
Unknown | Unknown | Unknown | Afternoon | Non-Binary,Non-Binary,Unknown,Unknown,Unknown,Afternoon,4,4,0,8.0,4,100.0,0.0,0.5,0.0,0.0,-4.0,-50.0
Tablet | Shopping | Unknown | Afternoon | Non-Binary,Non-Binary,Tablet,Unknown,Shopping,Afternoon,4,4,0,8.0,4,100.0,0.0,0.5,0.0,0.0,-4.0,-50.0
Tablet | Shopping | Unknown | Unknown | Unknown,Unknown,Tablet,Unknown,Shopping,Unknown,3,3,0,6.0,3,100.0,0.0,0.5,0.0,0.0,-3.0,-50.0
Unknown | Social Media | Bottom | Afternoon | Non-Binary,Non-Binary,Unknown,Bottom,Social Media,Afternoon,1,1,0,2.0,1,100.0,0.0,0.5,0.0,0.0,-1.0,-50.0
Unknown | Social Media | Bottom | Evening | Non-Binary,Non-Binary,Unknown,Bottom,Social Media,Evening,2,2,0,4.0,2,100.0,0.0,0.5,0.0,0.0,-2.0,-50.0
Mobile | Social Media | Side | Evening | Non-Binary,Non-Binary,Mobile,Side,Social Media,Evening,5,5,0,10.0,5,100.0,0.0,0.5,0.0,0.0,-5.0,-50.0
Unknown | Shopping | Bottom | Night | Unknown,Unknown,Unknown,Bottom,Shopping,Night,6,6,0,12.0,6,100.0,0.0,0.5,0.0,0.0,-6.0,-50.0
Unknown | Shopping | Bottom | Afternoon | Unknown,Unknown,Unknown,Bottom,Shopping,Afternoon,4,4,0,8.0,4,100.0,0.0,0.5,0.0,0.0,-4.0,-50.0
Unknown | Shopping | Bottom | Evening | Male,Male,Unknown,Bottom,Shopping,Evening,5,5,0,10.0,5,100.0,0.0,0.5,0.0,0.0,-5.0,-50.0
Unknown | Shopping | Bottom | Morning | Male,Male,Unknown,Bottom,Shopping,Morning,1,1,0,2.0,1,100.0,0.0,0.5,0.0,0.0,-1.0,-50.0
Desktop | Shopping | Bottom | Morning | Female,Female,Desktop,Bottom,Shopping,Morning,13,13,0,26.0,13,100.0,0.0,0.5,0.0,0.0,-13.0,-50.0
Desktop | Shopping | Bottom | Unknown | Unknown,Unknown,Desktop,Bottom,Shopping,Unknown,6,6,0,12.0,6,100.0,0.0,0.5,0.0,0.0,-6.0,-50.0
Desktop | Shopping | Bottom | Afternoon | Female,Female,Desktop,Bottom,Shopping,Afternoon,13,13,0,26.0,13,100.0,0.0,0.5,0.0,0.0,-13.0,-50.0
Unknown | Entertainment | Side | Night | Non-Binary,Non-Binary,Unknown,Side,Entertainment,Night,2,2,0,4.0,2,100.0,0.0,0.5,0.0,0.0,-2.0,-50.0
Unknown | Social Media | Side | Morning | Male,Male,Unknown,Side,Social Media,Morning,2,2,0,4.0,2,100.0,0.0,0.5,0.0,0.0,-2.0,-50.0
Unknown | Social Media | Unknown | Unknown | Male,Male,Unknown,Unknown,Social Media,Unknown,2,2,0,4.0,2,100.0,0.0,0.5,0.0,0.0,-2.0,-50.0
Unknown | Social Media | Unknown | Night | Non-Binary,Non-Binary,Unknown,Unknown,Social Media,Night,1,1,0,2.0,1,100.0,0.0,0.5,0.0,0.0,-1.0,-50.0
Unknown | Social Media | Unknown | Night | Female,Female,Unknown,Unknown,Social Media,Night,1,1,0,2.0,1,100.0,0.0,0.5,0.0,0.0,-1.0,-50.0
Unknown | Social Media | Unknown | Evening | Male,Male,Unknown,Unknown,Social Media,Evening,1,1,0,2.0,1,100.0,0.0,0.5,0.0,0.0,-1.0,-50.0
Tablet | Education | Unknown | Afternoon | Male,Male,Tablet,Unknown,Education,Afternoon,3,3,0,6.0,3,100.0,0.0,0.5,0.0,0.0,-3.0,-50.0
Unknown | News | Bottom | Morning | Female,Female,Unknown,Bottom,News,Morning,2,2,0,4.0,2,100.0,0.0,0.5,0.0,0.0,-2.0,-50.0
Mobile | Shopping | Top | Unknown | Non-Binary,Non-Binary,Mobile,Top,Shopping,Unknown,2,2,0,4.0,2,100.0,0.0,0.5,0.0,0.0,-2.0,-50.0
Tablet | Education | Unknown | Afternoon | Non-Binary,Non-Binary,Tablet,Unknown,Education,Afternoon,2,2,0,4.0,2,100.0,0.0,0.5,0.0,0.0,-2.0,-50.0
Tablet | Education | Unknown | Unknown | Non-Binary,Non-Binary,Tablet,Unknown,Education,Unknown,1,1,0,2.0,1,100.0,0.0,0.5,0.0,0.0,-1.0,-50.0
Tablet | Education | Unknown | Night | Non-Binary,Non-Binary,Tablet,Unknown,Education,Night,2,2,0,4.0,2,100.0,0.0,0.5,0.0,0.0,-2.0,-50.0
Tablet | Education | Unknown | Morning | Non-Binary,Non-Binary,Tablet,Unknown,Education,Morning,2,2,0,4.0,2,100.0,0.0,0.5,0.0,0.0,-2.0,-50.0
Unknown | Entertainment | Side | Night | Unknown,Unknown,Unknown,Side,Entertainment,Night,9,9,0,18.0,9,100.0,0.0,0.5,0.0,0.0,-9.0,-50.0
Desktop | Entertainment | Bottom | Night | Male,Male,Desktop,Bottom,Entertainment,Night,3,3,0,6.0,3,100.0,0.0,0.5,0.0,0.0,-3.0,-50.0
Tablet | Social Media | Top | Afternoon | Unknown,Unknown,Tablet,Top,Social Media,Afternoon,6,6,0,12.0,6,100.0,0.0,0.5,0.0,0.0,-6.0,-50.0
Desktop | Entertainment | Bottom | Night | Non-Binary,Non-Binary,Desktop,Bottom,Entertainment,Night,6,6,0,12.0,6,100.0,0.0,0.5,0.0,0.0,-6.0,-50.0
Mobile | Social Media | Unknown | Afternoon | Female,Female,Mobile,Unknown,Social Media,Afternoon,1,1,0,2.0,1,100.0,0.0,0.5,0.0,0.0,-1.0,-50.0
Mobile | Social Media | Unknown | Night | Non-Binary,Non-Binary,Mobile,Unknown,Social Media,Night,1,1,0,2.0,1,100.0,0.0,0.5,0.0,0.0,-1.0,-50.0
Unknown | Social Media | Top | Morning | Female,Female,Unknown,Top,Social Media,Morning,1,1,0,2.0,1,100.0,0.0,0.5,0.0,0.0,-1.0,-50.0
Unknown | Social Media | Side | Night | Male,Male,Unknown,Side,Social Media,Night,3,3,0,6.0,3,100.0,0.0,0.5,0.0,0.0,-3.0,-50.0
Unknown | Social Media | Side | Night | Female,Female,Unknown,Side,Social Media,Night,1,1,0,2.0,1,100.0,0.0,0.5,0.0,0.0,-1.0,-50.0
Unknown | Social Media | Top | Afternoon | Non-Binary,Non-Binary,Unknown,Top,Social Media,Afternoon,1,1,0,2.0,1,100.0,0.0,0.5,0.0,0.0,-1.0,-50.0
Unknown | Social Media | Top | Afternoon | Female,Female,Unknown,Top,Social Media,Afternoon,3,3,0,6.0,3,100.0,0.0,0.5,0.0,0.0,-3.0,-50.0
Tablet | Shopping | Unknown | Night | Unknown,Unknown,Tablet,Unknown,Shopping,Night,1,1,0,2.0,1,100.0,0.0,0.5,0.0,0.0,-1.0,-50.0
Unknown | Entertainment | Unknown | Evening | Female,Female,Unknown,Unknown,Entertainment,Evening,4,4,0,8.0,4,100.0,0.0,0.5,0.0,0.0,-4.0,-50.0
Desktop | Shopping | Unknown | Unknown | Female,Female,Desktop,Unknown,Shopping,Unknown,2,2,0,4.0,2,100.0,0.0,0.5,0.0,0.0,-2.0,-50.0
Unknown | News | Unknown | Night | Male,Male,Unknown,Unknown,News,Night,3,3,0,6.0,3,100.0,0.0,0.5,0.0,0.0,-3.0,-50.0
Mobile | Unknown | Bottom | Evening | Non-Binary,Non-Binary,Mobile,Bottom,Unknown,Evening,4,4,0,8.0,4,100.0,0.0,0.5,0.0,0.0,-4.0,-50.0
Mobile | Entertainment | Unknown | Unknown | Non-Binary,Non-Binary,Mobile,Unknown,Entertainment,Unknown,1,1,0,2.0,1,100.0,0.0,0.5,0.0,0.0,-1.0,-50.0
Tablet | Shopping | Unknown | Evening | Male,Male,Tablet,Unknown,Shopping,Evening,2,2,0,4.0,2,100.0,0.0,0.5,0.0,0.0,-2.0,-50.0
Unknown | Shopping | Bottom | Night | Female,Female,Unknown,Bottom,Shopping,Night,4,4,0,8.0,4,100.0,0.0,0.5,0.0,0.0,-4.0,-50.0
Desktop | Education | Side | Night | Unknown,Unknown,Desktop,Side,Education,Night,1,1,0,2.0,1,100.0,0.0,0.5,0.0,0.0,-1.0,-50.0
Tablet | Shopping | Unknown | Evening | Female,Female,Tablet,Unknown,Shopping,Evening,3,3,0,6.0,3,100.0,0.0,0.5,0.0,0.0,-3.0,-50.0
Desktop | Education | Bottom | Evening | Male,Male,Desktop,Bottom,Education,Evening,1,1,0,2.0,1,100.0,0.0,0.5,0.0,0.0,-1.0,-50.0
Tablet | Shopping | Side | Afternoon | Non-Binary,Non-Binary,Tablet,Side,Shopping,Afternoon,4,4,0,8.0,4,100.0,0.0,0.5,0.0,0.0,-4.0,-50.0
Desktop | Entertainment | Side | Morning | Male,Male,Desktop,Side,Entertainment,Morning,4,4,0,8.0,4,100.0,0.0,0.5,0.0,0.0,-4.0,-50.0
Desktop | Entertainment | Top | Unknown | Female,Female,Desktop,Top,Entertainment,Unknown,4,4,0,8.0,4,100.0,0.0,0.5,0.0,0.0,-4.0,-50.0
Tablet | Entertainment | Unknown | Night | Male,Male,Tablet,Unknown,Entertainment,Night,5,5,0,10.0,5,100.0,0.0,0.5,0.0,0.0,-5.0,-50.0
Tablet | Entertainment | Unknown | Evening | Female,Female,Tablet,Unknown,Entertainment,Evening,2,2,0,4.0,2,100.0,0.0,0.5,0.0,0.0,-2.0,-50.0
Tablet | Entertainment | Unknown | Morning | Male,Male,Tablet,Unknown,Entertainment,Morning,2,2,0,4.0,2,100.0,0.0,0.5,0.0,0.0,-2.0,-50.0
Tablet | Entertainment | Unknown | Morning | Female,Female,Tablet,Unknown,Entertainment,Morning,1,1,0,2.0,1,100.0,0.0,0.5,0.0,0.0,-1.0,-50.0
Mobile | Shopping | Unknown | Night | Female,Female,Mobile,Unknown,Shopping,Night,1,1,0,2.0,1,100.0,0.0,0.5,0.0,0.0,-1.0,-50.0
Tablet | Entertainment | Unknown | Afternoon | Unknown,Unknown,Tablet,Unknown,Entertainment,Afternoon,4,4,0,8.0,4,100.0,0.0,0.5,0.0,0.0,-4.0,-50.0
